Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Cindy_Rosenwald, Democratic Party (United States), 0, 0, None, 1954 
Cindy_Ryu, Democratic Party (United States), 0, 0, None, None 
Ciro_Rodriguez, Democratic Party (United States), 0, 0, Catholic Church, 1946 
Cisco_McSorley, Democratic Party (United States), 0, 0, Quakers, 1950 
Claiborne_Fox_Jackson, Democratic Party (United States), 0, 0, None, 1806 
Claiborne_Pell, Democratic Party (United States), 0, 1, Episcopal Church (United States), 1918 
Clair_Burgener, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1921 
Clair_Engle, Democratic Party (United States), 0, 0, None, 1911 
Claire_Ball, Republican Party (United States), 0, 0, None, 1941 
Claire_D._Ayer, Democratic Party (United States), 0, 0, None, 1948 
Claire_D._Cronin, Democratic Party (United States), 0, 0, None, None 
Claire_Levy, Democratic Party (United States), 0, 0, Jews, 1956 
Claire_McCaskill, Democratic Party (United States), 0, 0, Catholic Church, 1953 
Claire_Shulman, Democratic Party (United States), 0, 1, None, 1926 
Clara_Burnett, Democratic Party (United States), 0, 0, None, 1941 
Clara_G._McMillan, Democratic Party (United States), 1, 0, None, 1894 
Clara_Weisenborn, Republican Party (United States), 0, 0, None, 1907 
Clare_Boothe_Luce, Republican Party (United States), 2, 0, Catholic Church, 1903 
Clare_G._Fenerty, Republican Party (United States), 0, 0, None, 1895 
Clarence_%22Tiger%22_Davis, Democratic Party (United States), 0, 0, Christian, 1942 
Clarence_A._Barnes, Republican Party (United States), 0, 0, None, 1882 
Clarence_A._Winder, Republican Party (United States), 0, 0, Catholicism, 1887 
Clarence_Bradford, Democratic Party (United States), 0, 0, None, None 
Clarence_Clifton_Young, Republican Party (United States), 0, 0, None, 1922 
Clarence_D._Bell, Republican Party (United States), 0, 0, None, 1914 
Clarence_D._Clark, Republican Party (United States), 0, 0, None, 1851 
Clarence_D._Martin, Democratic Party (United States), 0, 0, Methodist Episcopal Church, 1886 
Clarence_D._Van_Duzer, Democratic Party (United States), 0, 0, None, 1864 
Clarence_Dennis_Coughlin, Republican Party (United States), 0, 0, None, 1883 
Clarence_Dietz, Republican Party (United States), 0, 0, None, 1919 
Clarence_Dill, Democratic Party (United States), 1, 0, None, 1884 
Clarence_Dupnik, Democratic Party (United States), 0, 0, None, 1936 
Clarence_E._Case, Republican Party (United States), 0, 0, None, 1877 
Clarence_E._Hancock, Republican Party (United States), 0, 0, None, 1885 
Clarence_E._Miller, Republican Party (United States), 0, 0, None, 1917 
Clarence_Emir_Allen, Republican Party (United States), 0, 0, None, 1852 
Clarence_F._Lea, Democratic Party (United States), 0, 0, None, 1874 
Clarence_G._Burton, Democratic Party (United States), 0, 0, None, 1886 
Clarence_H._Burns, Democratic Party (United States), 0, 0, None, 1918 
Clarence_Harmon, Democratic Party (United States), 0, 0, None, None 
Clarence_J._Brown, Republican Party (United States), 0, 0, None, 1893 
Clarence_J._Fogg, Republican Party (United States), 0, 0, None, 1853 
Clarence_J._McLeod, Republican Party (United States), 0, 0, None, 1895 
Clarence_K._Nishihara, Democratic Party (United States), 0, 0, None, None 
Clarence_Lightner, Democratic Party (United States), 0, 0, Presbyterianism, 1921 
Clarence_M._Kelley, Republican Party (United States), 0, 0, None, 1911 
Clarence_M._Mitchell,_III, Democratic Party (United States), 0, 0, None, 1939 
Clarence_M._Mitchell,_IV, Democratic Party (United States), 0, 0, None, 1962 
Clarence_M._Pendleton,_Jr., Democratic Party (United States), 0, 0, None, 1930 
Clarence_Manbeck, Republican Party (United States), 0, 0, None, 1908 
Clarence_Morley, Republican Party (United States), 0, 0, None, 1869 
Clarence_Norman_Jr., Democratic Party (United States), 0, 0, None, 1951 
Clarence_R._Fields, Democratic Party (United States), 0, 0, United Methodist Church, 1955 
Clarence_Thomas, Republican Party (United States), 1, 0, Catholic Church, 1948 
Clarence_W._Blount, Democratic Party (United States), 0, 0, Christian, 1921 
Clarence_W._Meadows, Democratic Party (United States), 1, 0, Baptists, 1904 
Clarence_W._Turner, Democratic Party (United States), 0, 0, None, 1866 
Clarence_Wayland_Watson, Democratic Party (United States), 0, 0, None, 1864 
Clarence_Wetzel, Republican Party (United States), 0, 0, None, 1899 
Clarence_Wilkinson, Republican Party (United States), 0, 0, None, 1910 
Clarice_Navarro, Republican Party (United States), 0, 0, None, None 
Clark_B._Dibble, Democratic Party (United States), 0, 0, None, 1860 
Clark_Barnes, Republican Party (United States), 0, 0, Christianity, 1950 
Clark_Chapin, Republican Party (United States), 0, 0, None, None 
Clark_Clifford, Democratic Party (United States), 0, 0, ['Anglicanism', 'Episcopal Church (United States)'], 1906 
Clark_Gaudin, Republican Party (United States), 0, 0, Catholic Church, 1931 
Clark_Hall_(politician), Democratic Party (United States), 0, 0, Methodism, None 
Clark_Jenkins, Democratic Party (United States), 0, 0, None, 1948 
Clark_Jolley, Republican Party (United States), 0, 0, None, None 
Clark_Kauffman, Republican Party (United States), 0, 0, None, None 
Clark_S._Smith, Republican Party (United States), 0, 0, None, 1912 
Clark_Shultz, Republican Party (United States), 0, 0, None, None 
Clark_W._Thompson_(Texas_politician), Democratic Party (United States), 0, 0, None, 1896 
Clarke_Hogan, Republican Party (United States), 0, 0, Protestantism, 1969 
Claude_A._Fuller, Democratic Party (United States), 0, 0, None, 1876 
Claude_A._Swanson, Democratic Party (United States), 0, 0, None, 1862 
Claude_Allen, Republican Party (United States), 0, 0, None, 1960 
Claude_B._Duval, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1914 
Claude_Fiocca, Democratic Party (United States), 0, 0, None, None 
Claude_Hall, Republican Party (United States), 0, 0, Baptists, 1922 
Claude_I._Bakewell, Republican Party (United States), 0, 0, None, 1912 
Claude_Kirkpatrick, Democratic Party (United States), 1, 0, Southern Baptist Convention, 1917 
Claude_Kitchin, Democratic Party (United States), 0, 0, None, 1869 
Claude_Matthews, Democratic Party (United States), 0, 0, None, 1845 
Claude_Pepper, Democratic Party (United States), 0, 0, Baptists, 1900 
Claude_R._Kirk,_Jr., Republican Party (United States), 0, 0, Episcopal Church (United States), 1926 
Claude_R._Wickard, Democratic Party (United States), 0, 0, Church of the United Brethren in Christ, 1893 
Claude_Weaver, Democratic Party (United States), 0, 0, None, 1867 
Claudette_Woodard, Democratic Party (United States), 0, 0, None, 1945 
Claudia_Kauffman, Democratic Party (United States), 0, 0, None, None 
Claudia_Tenney, Republican Party (United States), 0, 0, None, 1961 
Claudine_Schneider, Republican Party (United States), 0, 0, None, 1947 
Clawson_Roop, Republican Party (United States), 0, 0, None, 1888 
Clay_Athey, Republican Party (United States), 0, 0, Methodism, 1960 
Clay_Aurand, Republican Party (United States), 0, 0, None, 1962 
Clay_Ingram, Republican Party (United States), 0, 0, Methodism, 1978 
Clay_Pell, Democratic Party (United States), 1, 0, Christianity, 1981 
Clay_Schexnayder, Republican Party (United States), 0, 0, None, None 
Clay_Smothers, Republican Party (United States), 0, 0, None, 1935 
Clayton_Fiscus, Republican Party (United States), 0, 0, None, 1936 
Clayton_Halverson, Democratic Party (United States), 0, 0, None, None 
Clayton_Hee, Democratic Party (United States), 0, 0, None, 1953 
Clayton_Keith_Yeutter, Republican Party (United States), 0, 0, None, 1930 
Clayton_Luckie, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1963 
Clell_D._Elwood, Republican Party (United States), 0, 0, None, 1924 
Clem_McSpadden, Democratic Party (United States), 0, 0, None, 1925 
Clement_A._Riley, Democratic Party (United States), 0, 0, None, 1905 
Clement_Claiborne_Clay, Democratic Party (United States), 1, 0, None, 1816 
Clement_Comer_Clay, Democratic Party (United States), 0, 0, None, 1789 
Clement_Hall_Sinnickson, Republican Party (United States), 0, 0, None, 1834 
Clement_Haynsworth, Democratic Party (United States), 0, 0, None, 1912 
Clement_J._Zablocki, Democratic Party (United States), 0, 0, Catholic Church, 1912 
Clement_Laird_Brumbaugh, Democratic Party (United States), 0, 0, None, 1863 
Clement_Vallandigham, Democratic Party (United States), 0, 0, None, 1820 
Clement_Woodnutt_Miller, Democratic Party (United States), 0, 0, None, 1916 
Clementa_C._Pinckney, Democratic Party (United States), 0, 0, African Methodist Episcopal Church, 1973 
Clemente_Sanchez_(politician), Democratic Party (United States), 0, 0, None, 1958 
Clementina_Poto_Langone, Democratic Party (United States), 0, 0, None, 1896 
Cleo_Fields, Democratic Party (United States), 0, 0, None, 1962 
Cleon_Turner, Democratic Party (United States), 0, 0, None, 1945 
Cleopatra_Tucker, Democratic Party (United States), 1, 0, None, 1943 
Clesson_J._Blaisdell, Democratic Party (United States), 0, 0, None, 1926 
Cleve_Benedict, Republican Party (United States), 0, 0, None, 1935 
Cleve_Loney, Republican Party (United States), 0, 0, None, 1950 
Cleveland_Dear, Democratic Party (United States), 0, 0, Baptists, 1888 
Clif_Moore, Democratic Party (United States), 0, 0, Protestantism, 1949 
Clif_Richardson, Republican Party (United States), 0, 0, Baptists, 1944 
Cliff_Aldridge, Republican Party (United States), 0, 0, None, 1962 
Cliff_Ammons, Democratic Party (United States), 0, 0, None, 1918 
Cliff_Bentz, Republican Party (United States), 0, 0, None, 1952 
Cliff_Clevenger, Republican Party (United States), 0, 0, None, 1885 
Cliff_Finch, Democratic Party (United States), 0, 0, Baptists, 1927 
Cliff_Hite, Republican Party (United States), 0, 0, Methodism, 1954 
Cliff_Hyte, Republican Party (United States), 0, 0, Methodism, 1954 
Cliff_Pirtle, Republican Party (United States), 0, 0, None, None 
Cliff_Rosenberger, Republican Party (United States), 0, 0, Christianity, None 
Cliff_Stearns, Republican Party (United States), 0, 0, Presbyterianism, 1941 
Cliff_Titus, Republican Party (United States), 0, 0, None, 1890 
Clifford_A._Jones, Democratic Party (United States), 0, 0, None, 1912 
Clifford_Allen, Democratic Party (United States), 0, 0, None, 1912 
Clifford_Bayer, Republican Party (United States), 0, 0, None, 1964 
Clifford_C._Furnas, Republican Party (United States), 0, 0, None, 1900 
Clifford_Cleveland_Brooks, Democratic Party (United States), 0, 0, None, 1886 
Clifford_Davis_(politician), Democratic Party (United States), 0, 0, None, 1897 
Clifford_Durr, Democratic Party (United States), 1, 0, Presbyterianism, 1899 
Clifford_E._Randall, Republican Party (United States), 0, 0, None, 1876 
Clifford_F._Brown, Democratic Party (United States), 0, 0, Catholic Church, 1916 
Clifford_Gray_(politician), Democratic Party (United States), 0, 0, None, 1940 
Clifford_Hansen, Republican Party (United States), 0, 0, Episcopal Church (United States), 1912 
Clifford_Joy_Rogers, Republican Party (United States), 0, 0, None, 1897 
Clifford_Krueger, Republican Party (United States), 0, 0, None, 1918 
Clifford_L._Jones, Republican Party (United States), 0, 0, None, 1927 
Clifford_M._Hardin, Republican Party (United States), 0, 0, Quakers, 1915 
Clifford_Marshall, Democratic Party (United States), 0, 0, None, 1937 
Clifford_McNulty, Republican Party (United States), 0, 0, None, 1930 
Clifford_P._Case, Republican Party (United States), 0, 0, Presbyterianism, 1904 
Clifford_W._Crouch, Republican Party (United States), 0, 0, Methodism, 1945 
Clifford_W._Trow, Democratic Party (United States), 0, 0, None, 1929 
Clifford_Walker, Democratic Party (United States), 0, 0, Baptists, 1877 
Clift_Tsuji, Democratic Party (United States), 0, 0, None, 1941 
Clifton_A._Woodrum, Democratic Party (United States), 0, 0, None, 1887 
Clifton_B._Beach, Republican Party (United States), 0, 0, None, 1845 
Clifton_N._McArthur, Republican Party (United States), 0, 0, None, 1879 
Clifton_R._Breckinridge, Democratic Party (United States), 0, 2, None, 1846 
Clifton_Skeen, Democratic Party (United States), 0, 0, None, 1927 
Clint_Eastwood, Republican Party (United States), 1, 5, None, 1930 
Clint_Howard, Republican Party (United States), 0, 0, None, 1959 
Clint_Roberts, Republican Party (United States), 0, 0, None, 1935 
Clint_Stennett, Democratic Party (United States), 0, 0, Christian, 1956 
Clint_Tracy, Republican Party (United States), 0, 0, Methodism, 1974 
Clint_Zweifel, Democratic Party (United States), 0, 0, None, 1973 
Clinton_Babbitt, Democratic Party (United States), 0, 0, None, 1831 
Clinton_D._MacDougall, Republican Party (United States), 0, 0, None, 1839 
Clinton_Harden, Republican Party (United States), 0, 0, None, 1947 
Clinton_L._Merriam, Republican Party (United States), 0, 2, None, 1824 
Clinton_Manges, Democratic Party (United States), 0, 0, None, 1923 
Clinton_McKamy_Winkler, Democratic Party (United States), 0, 0, None, 1821 
Clinton_Presba_Anderson, Democratic Party (United States), 0, 0, Presbyterianism, 1895 
Clinton_Watson, Democratic Party (United States), 0, 0, None, None 
Clive_L._DuVal_II, Democratic Party (United States), 0, 0, None, 1912 
Clovis_Watson,_Jr., Democratic Party (United States), 0, 0, Baptists, 1958 
C.L._Bryant, Republican Party (United States), 0, 0, None, None 
C.T._Wilson, Democratic Party (United States), 0, 0, Christian, 1972 
C.W._Thompson, Democratic Party (United States), 1, 0, None, 1890 
C._A._Bottolfsen, Republican Party (United States), 0, 0, Lutheranism, 1891 
C._A._Roberts, Democratic Party (United States), 0, 0, None, 1903 
C._A._Robins, Republican Party (United States), 0, 0, Episcopal Church (United States), 1884 
C._Adam_Bittinger, Democratic Party (United States), 0, 0, None, 1943 
C._Anthony_Muse, Democratic Party (United States), 0, 0, None, 1958 
C._B._Embry, Republican Party (United States), 0, 0, None, 1941 
C._Ben_Ross, Democratic Party (United States), 0, 0, Congregational church, 1876 
C._D._Davidsmeyer, Republican Party (United States), 0, 0, None, None 
C._Delores_Tucker, Democratic Party (United States), 0, 0, None, 1927 
